,HT,AT,R,MV_HT,MV_AT,POS_HT,POS_AT
1174,FC Augsburg,FC Bayern München,away,100.45,811.85,10,1
1175,Hamburger SV,FC Schalke 04,home,62.40,274.35,18,2
1176,Borussia Dortmund,VfB Stuttgart,home,574.20,134.70,3,8
1177,Eintracht Frankfurt,TSG 1899 Hoffenheim,draw,126.15,212.75,6,7
1178,RasenBallsport Leipzig,Bayer 04 Leverkusen,away,373.30,357.35,4,5
1179,VfL Wolfsburg,FC Augsburg,draw,143.60,100.45,15,11
1180,Bayer 04 Leverkusen,Eintracht Frankfurt,home,357.35,126.15,4,5
1181,VfB Stuttgart,Hannover 96,draw,134.70,92.95,9,13
1182,TSG 1899 Hoffenheim,Hamburger SV,home,212.75,62.40,7,17
1183,Hertha BSC,1.FC Köln,home,131.45,91.73,10,18
1184,FC Bayern München,Borussia Mönchengladbach,home,811.85,193.25,1,8
1185,FC Schalke 04,Borussia Dortmund,home,274.35,574.20,2,3
1186,SV Werder Bremen,RasenBallsport Leipzig,draw,107.15,373.30,12,6
1187,1.FSV Mainz 05,SC Freiburg,home,98.35,100.60,16,14
1188,Borussia Mönchengladbach,VfL Wolfsburg,home,193.25,143.60,8,14
1189,RasenBallsport Leipzig,TSG 1899 Hoffenheim,away,373.30,212.75,5,6
1190,Eintracht Frankfurt,Hertha BSC,away,126.15,131.45,7,9
1191,Hamburger SV,SC Freiburg,home,62.40,100.60,17,16
1192,VfB Stuttgart,SV Werder Bremen,home,134.70,107.15,10,12
1193,Hannover 96,FC Bayern München,away,92.95,811.85,13,1
1194,Borussia Dortmund,Bayer 04 Leverkusen,home,574.20,357.35,4,3
1195,FC Augsburg,1.FSV Mainz 05,home,100.45,98.35,11,15
1196,1.FC Köln,FC Schalke 04,draw,91.73,274.35,18,2
1197,TSG 1899 Hoffenheim,Hannover 96,home,212.75,92.95,5,13
1198,SC Freiburg,1.FC Köln,home,100.60,91.73,16,18
1199,FC Schalke 04,Borussia Mönchengladbach,draw,274.35,193.25,2,8
1200,VfL Wolfsburg,Hamburger SV,away,143.60,62.40,14,17
1201,FC Bayern München,Eintracht Frankfurt,home,811.85,126.15,1,7
1202,Hertha BSC,FC Augsburg,draw,131.45,100.45,9,11
1203,Bayer 04 Leverkusen,VfB Stuttgart,away,357.35,134.70,4,10
1204,1.FSV Mainz 05,RasenBallsport Leipzig,home,98.35,373.30,15,6
1205,SV Werder Bremen,Borussia Dortmund,draw,107.15,574.20,12,3
1206,Borussia Dortmund,1.FSV Mainz 05,away,574.20,98.35,3,14
1207,RasenBallsport Leipzig,VfL Wolfsburg,home,373.30,143.60,6,16
1208,1.FC Köln,FC Bayern München,away,91.73,811.85,18,1
1209,SV Werder Bremen,Bayer 04 Leverkusen,draw,107.15,357.35,12,5
1210,Borussia Mönchengladbach,SC Freiburg,home,193.25,100.60,9,15
1211,FC Augsburg,FC Schalke 04,away,100.45,274.35,11,2
1212,Hannover 96,Hertha BSC,home,92.95,131.45,13,10
1213,VfB Stuttgart,TSG 1899 Hoffenheim,home,134.70,212.75,8,4
1214,Eintracht Frankfurt,Hamburger SV,home,126.15,62.40,7,17
1215,FC Bayern München,VfB Stuttgart,away,811.85,134.70,1,8
1216,TSG 1899 Hoffenheim,Borussia Dortmund,home,212.75,574.20,4,3
1217,Hertha BSC,RasenBallsport Leipzig,away,131.45,373.30,10,6
1218,SC Freiburg,FC Augsburg,home,100.60,100.45,15,11
1219,Bayer 04 Leverkusen,Hannover 96,home,357.35,92.95,5,13
1220,Hamburger SV,Borussia Mönchengladbach,home,62.40,193.25,17,9
1221,1.FSV Mainz 05,SV Werder Bremen,away,98.35,107.15,14,12
1222,VfL Wolfsburg,1.FC Köln,home,143.60,91.73,16,18
1223,FC Schalke 04,Eintracht Frankfurt,home,274.35,126.15,2,7
1224,FC Bayern München,TSG 1899 Hoffenheim,home,784.88,336.25,9,9
1225,Hertha BSC,1.FC Nürnberg,home,207.63,54.40,9,9
1226,SV Werder Bremen,Hannover 96,draw,168.05,91.43,9,9
1227,SC Freiburg,Eintracht Frankfurt,away,122.10,313.40,9,9
1228,VfL Wolfsburg,FC Schalke 04,home,229.25,221.30,9,9
1229,Fortuna Düsseldorf,FC Augsburg,away,94.90,139.25,9,9
1230,Borussia Mönchengladbach,Bayer 04 Leverkusen,home,264.30,429.40,9,9
1231,1.FSV Mainz 05,VfB Stuttgart,home,159.73,143.75,9,9
1232,Borussia Dortmund,RasenBallsport Leipzig,home,643.25,479.00,9,9
1233,Hannover 96,Borussia Dortmund,draw,91.43,643.25,9,1
1234,1.FC Nürnberg,1.FSV Mainz 05,draw,54.40,159.73,13,7
1235,TSG 1899 Hoffenheim,SC Freiburg,home,336.25,122.10,15,16
1236,Bayer 04 Leverkusen,VfL Wolfsburg,away,429.40,229.25,17,5
1237,Eintracht Frankfurt,SV Werder Bremen,away,313.40,168.05,4,10
1238,FC Augsburg,Borussia Mönchengladbach,draw,139.25,264.30,6,3
1239,VfB Stuttgart,FC Bayern München,away,143.75,784.88,14,2
1240,RasenBallsport Leipzig,Fortuna Düsseldorf,draw,479.00,94.90,18,12
1241,FC Schalke 04,Hertha BSC,away,221.30,207.63,11,8
1242,Borussia Dortmund,Eintracht Frankfurt,home,643.25,313.40,4,9
1243,FC Bayern München,Bayer 04 Leverkusen,home,784.88,429.40,1,16
1244,RasenBallsport Leipzig,Hannover 96,home,479.00,91.43,14,11
1245,1.FSV Mainz 05,FC Augsburg,home,159.73,139.25,8,6
1246,VfL Wolfsburg,Hertha BSC,draw,229.25,207.63,2,3
1247,Fortuna Düsseldorf,TSG 1899 Hoffenheim,home,94.90,336.25,12,10
1248,Borussia Mönchengladbach,FC Schalke 04,home,264.30,221.30,5,15
1249,SV Werder Bremen,1.FC Nürnberg,draw,168.05,54.40,7,13
1250,SC Freiburg,VfB Stuttgart,draw,122.10,143.75,17,18
1251,VfB Stuttgart,Fortuna Düsseldorf,draw,143.75,94.90,16,8
1252,TSG 1899 Hoffenheim,Borussia Dortmund,draw,336.25,643.25,11,2
1253,Hertha BSC,Borussia Mönchengladbach,home,207.63,264.30,5,4
1254,FC Augsburg,SV Werder Bremen,away,139.25,168.05,9,7
1255,VfL Wolfsburg,SC Freiburg,away,229.25,122.10,3,15
1256,1.FC Nürnberg,Hannover 96,home,54.40,91.43,14,13
1257,FC Schalke 04,FC Bayern München,away,221.30,784.88,17,1
1258,Bayer 04 Leverkusen,1.FSV Mainz 05,home,429.40,159.73,18,6
1259,Eintracht Frankfurt,RasenBallsport Leipzig,draw,313.40,479.00,12,10
1260,SV Werder Bremen,Hertha BSC,home,168.05,207.63,4,2
1261,FC Bayern München,FC Augsburg,draw,784.88,139.25,1,12
1262,Hannover 96,TSG 1899 Hoffenheim,away,91.43,336.25,16,11
1263,SC Freiburg,FC Schalke 04,home,122.10,221.30,14,18
1264,Fortuna Düsseldorf,Bayer 04 Leverkusen,away,94.90,429.40,9,15
1265,Borussia Dortmund,1.FC Nürnberg,home,643.25,54.40,3,8
1266,RasenBallsport Leipzig,VfB Stuttgart,home,479.00,143.75,10,17
1267,Borussia Mönchengladbach,Eintracht Frankfurt,home,264.30,313.40,6,13
1268,1.FSV Mainz 05,VfL Wolfsburg,draw,159.73,229.25,7,5
1269,Hertha BSC,FC Bayern München,home,207.63,784.88,5,1
1270,FC Schalke 04,1.FSV Mainz 05,home,221.30,159.73,18,7
1271,TSG 1899 Hoffenheim,RasenBallsport Leipzig,away,336.25,479.00,9,8
1272,VfB Stuttgart,SV Werder Bremen,home,143.75,168.05,17,3
1273,VfL Wolfsburg,Borussia Mönchengladbach,draw,229.25,264.30,6,4
1274,1.FC Nürnberg,Fortuna Düsseldorf,home,54.40,94.90,14,13
1275,Bayer 04 Leverkusen,Borussia Dortmund,away,429.40,643.25,11,2
1276,Eintracht Frankfurt,Hannover 96,home,313.40,91.43,15,16
1277,FC Augsburg,SC Freiburg,home,139.25,122.10,12,10
1278,SV Werder Bremen,VfL Wolfsburg,home,168.05,229.25,5,7
1279,Borussia Dortmund,FC Augsburg,home,643.25,139.25,1,8
1280,Hannover 96,VfB Stuttgart,home,91.43,143.75,18,16
1281,1.FSV Mainz 05,Hertha BSC,draw,159.73,207.63,9,3
1282,Fortuna Düsseldorf,FC Schalke 04,away,94.90,221.30,15,17
1283,FC Bayern München,Borussia Mönchengladbach,away,784.88,264.30,2,4
1284,SC Freiburg,Bayer 04 Leverkusen,draw,122.10,429.40,13,14
1285,TSG 1899 Hoffenheim,Eintracht Frankfurt,away,336.25,313.40,11,12
1286,RasenBallsport Leipzig,1.FC Nürnberg,home,479.00,54.40,6,10
1287,Eintracht Frankfurt,Fortuna Düsseldorf,home,313.40,94.90,7,17
1288,Bayer 04 Leverkusen,Hannover 96,draw,429.40,91.43,14,16
1289,VfB Stuttgart,Borussia Dortmund,away,143.75,643.25,18,1
1290,FC Augsburg,RasenBallsport Leipzig,draw,139.25,479.00,10,2
1291,VfL Wolfsburg,FC Bayern München,away,229.25,784.88,9,6
1292,1.FC Nürnberg,TSG 1899 Hoffenheim,away,54.40,336.25,12,13
1293,FC Schalke 04,SV Werder Bremen,away,221.30,168.05,15,4
1294,Hertha BSC,SC Freiburg,draw,207.63,122.10,5,11
1295,Borussia Mönchengladbach,1.FSV Mainz 05,home,264.30,159.73,3,8
1296,SC Freiburg,Borussia Mönchengladbach,home,122.10,264.30,11,2
1297,Borussia Dortmund,Hertha BSC,draw,643.25,207.63,1,6
1298,Hannover 96,FC Augsburg,away,91.43,139.25,15,9
1299,1.FSV Mainz 05,FC Bayern München,away,159.73,784.88,12,4
1300,Fortuna Düsseldorf,VfL Wolfsburg,away,94.90,229.25,18,10
1301,TSG 1899 Hoffenheim,VfB Stuttgart,home,336.25,143.75,8,17
1302,1.FC Nürnberg,Eintracht Frankfurt,draw,54.40,313.40,14,7
1303,RasenBallsport Leipzig,FC Schalke 04,draw,479.00,221.30,5,16
1304,SV Werder Bremen,Bayer 04 Leverkusen,away,168.05,429.40,3,13
1305,VfB Stuttgart,Eintracht Frankfurt,away,143.75,313.40,17,7
1306,FC Bayern München,SC Freiburg,draw,784.88,122.10,2,11
1307,FC Schalke 04,Hannover 96,home,221.30,91.43,15,16
1308,Bayer 04 Leverkusen,TSG 1899 Hoffenheim,away,429.40,336.25,12,8
1309,FC Augsburg,1.FC Nürnberg,draw,139.25,54.40,9,14
1310,VfL Wolfsburg,Borussia Dortmund,away,229.25,643.25,10,1
1311,Hertha BSC,RasenBallsport Leipzig,away,207.63,479.00,6,5
1312,Borussia Mönchengladbach,Fortuna Düsseldorf,home,264.30,94.90,3,18
1313,1.FSV Mainz 05,SV Werder Bremen,home,159.73,168.05,13,4
1314,Hannover 96,VfL Wolfsburg,home,91.43,229.25,16,11
1315,TSG 1899 Hoffenheim,FC Augsburg,home,336.25,139.25,7,9
1316,SV Werder Bremen,Borussia Mönchengladbach,away,168.05,264.30,6,2
1317,SC Freiburg,1.FSV Mainz 05,away,122.10,159.73,10,12
1318,Fortuna Düsseldorf,Hertha BSC,home,94.90,207.63,18,8
1319,1.FC Nürnberg,VfB Stuttgart,away,54.40,143.75,15,17
1320,Borussia Dortmund,FC Bayern München,home,643.25,784.88,1,3
1321,RasenBallsport Leipzig,Bayer 04 Leverkusen,home,479.00,429.40,4,13
1322,Eintracht Frankfurt,FC Schalke 04,home,313.40,221.30,5,14
1323,Bayer 04 Leverkusen,VfB Stuttgart,home,429.40,143.75,13,18
1324,FC Bayern München,Fortuna Düsseldorf,draw,784.88,94.90,5,17
1325,Hertha BSC,TSG 1899 Hoffenheim,draw,207.63,336.25,8,6
1326,FC Augsburg,Eintracht Frankfurt,away,139.25,313.40,10,4
1327,1.FSV Mainz 05,Borussia Dortmund,away,159.73,643.25,9,1
1328,VfL Wolfsburg,RasenBallsport Leipzig,home,229.25,479.00,12,3
1329,FC Schalke 04,1.FC Nürnberg,home,221.30,54.40,14,15
1330,SC Freiburg,SV Werder Bremen,draw,122.10,168.05,11,7
1331,Borussia Mönchengladbach,Hannover 96,home,264.30,91.43,2,16
1332,Fortuna Düsseldorf,1.FSV Mainz 05,away,94.90,159.73,17,10
1333,Borussia Dortmund,SC Freiburg,home,643.25,122.10,1,11
1334,VfB Stuttgart,FC Augsburg,home,143.75,139.25,18,13
1335,SV Werder Bremen,FC Bayern München,away,168.05,784.88,7,5
1336,Hannover 96,Hertha BSC,away,91.43,207.63,16,8
1337,TSG 1899 Hoffenheim,FC Schalke 04,draw,336.25,221.30,6,14
1338,RasenBallsport Leipzig,Borussia Mönchengladbach,home,479.00,264.30,4,2
1339,Eintracht Frankfurt,VfL Wolfsburg,away,313.40,229.25,3,9
1340,1.FC Nürnberg,Bayer 04 Leverkusen,draw,54.40,429.40,15,12
1341,SV Werder Bremen,Fortuna Düsseldorf,home,168.05,94.90,9,18
1342,FC Bayern München,1.FC Nürnberg,home,784.88,54.40,4,15
1343,FC Schalke 04,Borussia Dortmund,away,221.30,643.25,12,1
1344,Bayer 04 Leverkusen,FC Augsburg,home,429.40,139.25,11,14
1345,SC Freiburg,RasenBallsport Leipzig,home,122.10,479.00,13,3
1346,VfL Wolfsburg,TSG 1899 Hoffenheim,draw,229.25,336.25,8,6
1347,Hertha BSC,Eintracht Frankfurt,home,207.63,313.40,7,5
1348,1.FSV Mainz 05,Hannover 96,draw,159.73,91.43,10,17
1349,Borussia Mönchengladbach,VfB Stuttgart,home,264.30,143.75,2,16
1350,1.FC Nürnberg,VfL Wolfsburg,away,54.40,229.25,15,9
1351,TSG 1899 Hoffenheim,Borussia Mönchengladbach,draw,336.25,264.30,7,2
1352,VfB Stuttgart,Hertha BSC,home,143.75,207.63,16,6
1353,FC Augsburg,FC Schalke 04,draw,139.25,221.30,14,13
1354,Hannover 96,FC Bayern München,away,91.43,784.88,17,3
1355,Fortuna Düsseldorf,SC Freiburg,home,94.90,122.10,18,12
1356,Borussia Dortmund,SV Werder Bremen,home,643.25,168.05,1,8
1357,RasenBallsport Leipzig,1.FSV Mainz 05,home,479.00,159.73,4,10
1358,Eintracht Frankfurt,Bayer 04 Leverkusen,home,313.40,429.40,5,11
1359,Borussia Mönchengladbach,1.FC Nürnberg,home,264.30,54.40,2,17
1360,Hertha BSC,FC Augsburg,draw,207.63,139.25,7,14
1361,VfL Wolfsburg,VfB Stuttgart,home,229.25,143.75,8,15
1362,Fortuna Düsseldorf,Borussia Dortmund,home,94.90,643.25,16,1
1363,FC Schalke 04,Bayer 04 Leverkusen,away,221.30,429.40,13,11
1364,FC Bayern München,RasenBallsport Leipzig,home,784.88,479.00,3,4
1365,SV Werder Bremen,TSG 1899 Hoffenheim,draw,168.05,336.25,9,6
1366,SC Freiburg,Hannover 96,draw,122.10,91.43,12,18
1367,1.FSV Mainz 05,Eintracht Frankfurt,draw,159.73,313.40,10,5
1368,Borussia Dortmund,Borussia Mönchengladbach,home,643.25,264.30,1,2
1369,Bayer 04 Leverkusen,Hertha BSC,home,429.40,207.63,10,8
1370,RasenBallsport Leipzig,SV Werder Bremen,home,479.00,168.05,4,9
1371,VfB Stuttgart,FC Schalke 04,away,143.75,221.30,16,14
1372,Hannover 96,Fortuna Düsseldorf,away,91.43,94.90,17,15
1373,1.FC Nürnberg,SC Freiburg,away,54.40,122.10,18,12
1374,Eintracht Frankfurt,FC Bayern München,away,313.40,784.88,5,3
1375,FC Augsburg,VfL Wolfsburg,away,139.25,229.25,13,6
1376,TSG 1899 Hoffenheim,1.FSV Mainz 05,draw,336.25,159.73,7,11
1377,TSG 1899 Hoffenheim,FC Bayern München,away,336.25,784.88,7,2
1378,Bayer 04 Leverkusen,Borussia Mönchengladbach,away,429.40,264.30,9,3
1379,VfB Stuttgart,1.FSV Mainz 05,away,143.75,159.73,16,12
1380,Eintracht Frankfurt,SC Freiburg,home,313.40,122.10,6,11
1381,FC Augsburg,Fortuna Düsseldorf,away,139.25,94.90,15,14
1382,Hannover 96,SV Werder Bremen,away,91.43,168.05,17,10
1383,RasenBallsport Leipzig,Borussia Dortmund,away,479.00,643.25,4,1
1384,1.FC Nürnberg,Hertha BSC,away,54.40,207.63,18,8
1385,FC Schalke 04,VfL Wolfsburg,home,221.30,229.25,13,5
1386,Hertha BSC,FC Schalke 04,draw,207.63,221.30,7,12
1387,VfL Wolfsburg,Bayer 04 Leverkusen,away,229.25,429.40,6,10
1388,Borussia Dortmund,Hannover 96,home,643.25,91.43,1,17
1389,Borussia Mönchengladbach,FC Augsburg,home,264.30,139.25,3,15
1390,SC Freiburg,TSG 1899 Hoffenheim,away,122.10,336.25,13,8
1391,1.FSV Mainz 05,1.FC Nürnberg,home,159.73,54.40,11,18
1392,SV Werder Bremen,Eintracht Frankfurt,draw,168.05,313.40,9,5
1393,FC Bayern München,VfB Stuttgart,home,784.88,143.75,2,16
1394,Fortuna Düsseldorf,RasenBallsport Leipzig,away,94.90,479.00,14,4
1395,Hannover 96,RasenBallsport Leipzig,away,91.43,479.00,17,4
1396,TSG 1899 Hoffenheim,Fortuna Düsseldorf,draw,336.25,94.90,6,14
1397,Bayer 04 Leverkusen,FC Bayern München,home,429.40,784.88,9,2
1398,Eintracht Frankfurt,Borussia Dortmund,draw,313.40,643.25,5,1
1399,Hertha BSC,VfL Wolfsburg,away,207.63,229.25,7,8
1400,1.FC Nürnberg,SV Werder Bremen,draw,54.40,168.05,18,11
1401,FC Schalke 04,Borussia Mönchengladbach,away,221.30,264.30,12,3
1402,FC Augsburg,1.FSV Mainz 05,home,139.25,159.73,15,10
1403,VfB Stuttgart,SC Freiburg,draw,143.75,122.10,16,13
1404,1.FSV Mainz 05,Bayer 04 Leverkusen,away,159.73,429.40,11,7
1405,Borussia Dortmund,TSG 1899 Hoffenheim,draw,643.25,336.25,1,8
1406,RasenBallsport Leipzig,Eintracht Frankfurt,draw,479.00,313.40,4,5
1407,Borussia Mönchengladbach,Hertha BSC,away,264.30,207.63,2,9
1408,Hannover 96,1.FC Nürnberg,home,91.43,54.40,18,17
1409,SC Freiburg,VfL Wolfsburg,draw,122.10,229.25,13,6
1410,FC Bayern München,FC Schalke 04,home,784.88,221.30,3,12
1411,SV Werder Bremen,FC Augsburg,home,168.05,139.25,10,15
1412,Fortuna Düsseldorf,VfB Stuttgart,home,94.90,143.75,14,16
1413,FC Augsburg,FC Bayern München,away,139.25,784.88,15,2
1414,FC Schalke 04,SC Freiburg,draw,221.30,122.10,14,13
1415,TSG 1899 Hoffenheim,Hannover 96,home,336.25,91.43,9,17
1416,VfB Stuttgart,RasenBallsport Leipzig,away,143.75,479.00,16,4
1417,VfL Wolfsburg,1.FSV Mainz 05,home,229.25,159.73,7,11
1418,Hertha BSC,SV Werder Bremen,draw,207.63,168.05,8,10
1419,Eintracht Frankfurt,Borussia Mönchengladbach,draw,313.40,264.30,5,3
1420,Bayer 04 Leverkusen,Fortuna Düsseldorf,home,429.40,94.90,6,12
1421,1.FC Nürnberg,Borussia Dortmund,draw,54.40,643.25,18,1
1422,SV Werder Bremen,VfB Stuttgart,draw,168.05,143.75,10,16
1423,FC Bayern München,Hertha BSC,home,784.88,207.63,2,9
1424,Borussia Mönchengladbach,VfL Wolfsburg,away,264.30,229.25,3,6
1425,SC Freiburg,FC Augsburg,home,122.10,139.25,13,15
1426,1.FSV Mainz 05,FC Schalke 04,home,159.73,221.30,11,14
1427,Fortuna Düsseldorf,1.FC Nürnberg,home,94.90,54.40,12,18
1428,Hannover 96,Eintracht Frankfurt,away,91.43,313.40,17,7
1429,Borussia Dortmund,Bayer 04 Leverkusen,home,643.25,429.40,1,5
1430,RasenBallsport Leipzig,TSG 1899 Hoffenheim,draw,479.00,336.25,4,8
1431,FC Augsburg,Borussia Dortmund,home,139.25,643.25,15,1
1432,FC Schalke 04,Fortuna Düsseldorf,away,221.30,94.90,14,12
1433,Bayer 04 Leverkusen,SC Freiburg,home,429.40,122.10,7,13
1434,Eintracht Frankfurt,TSG 1899 Hoffenheim,home,313.40,336.25,6,8
1435,Hertha BSC,1.FSV Mainz 05,home,207.63,159.73,10,11
1436,1.FC Nürnberg,RasenBallsport Leipzig,away,54.40,479.00,18,4
1437,Borussia Mönchengladbach,FC Bayern München,away,264.30,784.88,3,2
1438,VfB Stuttgart,Hannover 96,home,143.75,91.43,16,17
1439,VfL Wolfsburg,SV Werder Bremen,draw,229.25,168.05,5,9
1440,SV Werder Bremen,FC Schalke 04,home,168.05,221.30,10,14
1441,FC Bayern München,VfL Wolfsburg,home,784.88,229.25,2,7
1442,Borussia Dortmund,VfB Stuttgart,home,643.25,143.75,1,16
1443,RasenBallsport Leipzig,FC Augsburg,draw,479.00,139.25,3,15
1444,SC Freiburg,Hertha BSC,home,122.10,207.63,13,8
1445,1.FSV Mainz 05,Borussia Mönchengladbach,away,159.73,264.30,12,4
1446,TSG 1899 Hoffenheim,1.FC Nürnberg,home,336.25,54.40,9,18
1447,Hannover 96,Bayer 04 Leverkusen,away,91.43,429.40,17,6
1448,Fortuna Düsseldorf,Eintracht Frankfurt,away,94.90,313.40,11,5
1449,Borussia Mönchengladbach,SC Freiburg,draw,264.30,122.10,4,12
1450,FC Schalke 04,RasenBallsport Leipzig,away,221.30,479.00,14,3
1451,VfB Stuttgart,TSG 1899 Hoffenheim,draw,143.75,336.25,16,8
1452,FC Augsburg,Hannover 96,home,139.25,91.43,15,17
1453,VfL Wolfsburg,Fortuna Düsseldorf,home,229.25,94.90,7,11
1454,Hertha BSC,Borussia Dortmund,away,207.63,643.25,10,2
1455,Bayer 04 Leverkusen,SV Werder Bremen,away,429.40,168.05,6,9
1456,Eintracht Frankfurt,1.FC Nürnberg,home,313.40,54.40,5,18
1457,FC Bayern München,1.FSV Mainz 05,home,784.88,159.73,1,13
1458,TSG 1899 Hoffenheim,Bayer 04 Leverkusen,home,336.25,429.40,9,6
1459,Borussia Dortmund,VfL Wolfsburg,home,643.25,229.25,2,7
1460,SV Werder Bremen,1.FSV Mainz 05,home,168.05,159.73,8,13
1461,SC Freiburg,FC Bayern München,draw,122.10,784.88,11,1
1462,Fortuna Düsseldorf,Borussia Mönchengladbach,home,94.90,264.30,12,4
1463,1.FC Nürnberg,FC Augsburg,home,54.40,139.25,18,14
1464,RasenBallsport Leipzig,Hertha BSC,home,479.00,207.63,3,10
1465,Hannover 96,FC Schalke 04,away,91.43,221.30,17,15
1466,Eintracht Frankfurt,VfB Stuttgart,home,313.40,143.75,5,16
1467,1.FSV Mainz 05,SC Freiburg,home,159.73,122.10,13,12
1468,FC Schalke 04,Eintracht Frankfurt,away,221.30,313.40,14,4
1469,Bayer 04 Leverkusen,RasenBallsport Leipzig,away,429.40,479.00,7,3
1470,VfB Stuttgart,1.FC Nürnberg,draw,143.75,54.40,16,17
1471,Hertha BSC,Fortuna Düsseldorf,away,207.63,94.90,10,11
1472,VfL Wolfsburg,Hannover 96,home,229.25,91.43,8,18
1473,FC Bayern München,Borussia Dortmund,home,784.88,643.25,2,1
1474,FC Augsburg,TSG 1899 Hoffenheim,away,139.25,336.25,15,9
1475,Borussia Mönchengladbach,SV Werder Bremen,draw,264.30,168.05,5,6
1476,1.FC Nürnberg,FC Schalke 04,draw,54.40,221.30,17,14
1477,RasenBallsport Leipzig,VfL Wolfsburg,home,479.00,229.25,3,6
1478,VfB Stuttgart,Bayer 04 Leverkusen,away,143.75,429.40,16,9
1479,SV Werder Bremen,SC Freiburg,home,168.05,122.10,8,13
1480,Hannover 96,Borussia Mönchengladbach,away,91.43,264.30,18,5
1481,Borussia Dortmund,1.FSV Mainz 05,home,643.25,159.73,2,12
1482,TSG 1899 Hoffenheim,Hertha BSC,home,336.25,207.63,7,11
1483,Fortuna Düsseldorf,FC Bayern München,away,94.90,784.88,10,1
1484,Eintracht Frankfurt,FC Augsburg,away,313.40,139.25,4,15
1485,FC Augsburg,VfB Stuttgart,home,139.25,143.75,14,16
1486,1.FSV Mainz 05,Fortuna Düsseldorf,home,159.73,94.90,12,10
1487,FC Bayern München,SV Werder Bremen,home,784.88,168.05,1,7
1488,Bayer 04 Leverkusen,1.FC Nürnberg,home,429.40,54.40,8,17
1489,Borussia Mönchengladbach,RasenBallsport Leipzig,away,264.30,479.00,5,3
1490,FC Schalke 04,TSG 1899 Hoffenheim,away,221.30,336.25,15,6
1491,SC Freiburg,Borussia Dortmund,away,122.10,643.25,13,2
1492,Hertha BSC,Hannover 96,draw,207.63,91.43,11,18
1493,VfL Wolfsburg,Eintracht Frankfurt,draw,229.25,313.40,9,4
1494,FC Augsburg,Bayer 04 Leverkusen,away,139.25,429.40,14,7
1495,Borussia Dortmund,FC Schalke 04,away,643.25,221.30,2,15
1496,RasenBallsport Leipzig,SC Freiburg,home,479.00,122.10,3,13
1497,Eintracht Frankfurt,Hertha BSC,draw,313.40,207.63,4,11
1498,Hannover 96,1.FSV Mainz 05,home,91.43,159.73,18,12
1499,Fortuna Düsseldorf,SV Werder Bremen,home,94.90,168.05,10,8
1500,VfB Stuttgart,Borussia Mönchengladbach,home,143.75,264.30,16,5
1501,TSG 1899 Hoffenheim,VfL Wolfsburg,away,336.25,229.25,6,9
1502,1.FC Nürnberg,FC Bayern München,draw,54.40,784.88,17,1
1503,1.FSV Mainz 05,RasenBallsport Leipzig,draw,159.73,479.00,12,3
1504,FC Bayern München,Hannover 96,home,784.88,91.43,1,18
1505,Borussia Mönchengladbach,TSG 1899 Hoffenheim,draw,264.30,336.25,5,7
1506,Hertha BSC,VfB Stuttgart,home,207.63,143.75,11,16
1507,VfL Wolfsburg,1.FC Nürnberg,home,229.25,54.40,8,17
1508,SV Werder Bremen,Borussia Dortmund,draw,168.05,643.25,9,2
1509,FC Schalke 04,FC Augsburg,draw,221.30,139.25,15,14
1510,SC Freiburg,Fortuna Düsseldorf,draw,122.10,94.90,13,10
1511,Bayer 04 Leverkusen,Eintracht Frankfurt,home,429.40,313.40,6,4
1512,TSG 1899 Hoffenheim,SV Werder Bremen,away,336.25,168.05,8,9
1513,Borussia Dortmund,Fortuna Düsseldorf,home,643.25,94.90,2,10
1514,Bayer 04 Leverkusen,FC Schalke 04,draw,429.40,221.30,5,15
1515,RasenBallsport Leipzig,FC Bayern München,draw,479.00,784.88,3,1
1516,VfB Stuttgart,VfL Wolfsburg,home,143.75,229.25,16,7
1517,FC Augsburg,Hertha BSC,away,139.25,207.63,14,11
1518,Hannover 96,SC Freiburg,home,91.43,122.10,18,13
1519,1.FC Nürnberg,Borussia Mönchengladbach,away,54.40,264.30,17,6
1520,Eintracht Frankfurt,1.FSV Mainz 05,away,313.40,159.73,4,12
1521,FC Bayern München,Eintracht Frankfurt,home,784.88,313.40,1,6
1522,FC Schalke 04,VfB Stuttgart,draw,221.30,143.75,15,16
1523,Borussia Mönchengladbach,Borussia Dortmund,away,264.30,643.25,4,2
1524,Hertha BSC,Bayer 04 Leverkusen,away,207.63,429.40,10,5
1525,SV Werder Bremen,RasenBallsport Leipzig,home,168.05,479.00,9,3
1526,SC Freiburg,1.FC Nürnberg,home,122.10,54.40,13,18
1527,1.FSV Mainz 05,TSG 1899 Hoffenheim,home,159.73,336.25,12,8
1528,VfL Wolfsburg,FC Augsburg,home,229.25,139.25,7,14
1529,Fortuna Düsseldorf,Hannover 96,home,94.90,91.43,11,17
1530,FC Bayern München,Hertha BSC,draw,777.33,217.20,9,9
1531,Borussia Dortmund,FC Augsburg,home,654.05,112.95,9,9
1532,Bayer 04 Leverkusen,SC Paderborn 07,home,398.95,28.90,9,9
1533,VfL Wolfsburg,1.FC Köln,home,207.60,98.48,9,9
1534,SV Werder Bremen,Fortuna Düsseldorf,away,135.13,71.78,9,9
1535,SC Freiburg,1.FSV Mainz 05,home,122.65,121.58,9,9
1536,Borussia Mönchengladbach,FC Schalke 04,draw,254.70,221.58,9,9
