,Home_Team,Away_Team,Goals_Home,Goals_Away,Date
422,1.FC Nürnberg,FC Hansa Rostock,2,0,2001-11-17
423,FC Energie Cottbus,VfB Stuttgart,0,0,2001-11-24
424,FC St. Pauli,1.FC Köln,1,2,2001-11-24
425,Bayer 04 Leverkusen,Hamburger SV,4,1,2001-11-24
426,FC Schalke 04,SV Werder Bremen,1,4,2001-11-24
427,VfL Wolfsburg,Borussia Mönchengladbach,3,1,2001-11-24
428,FC Hansa Rostock,Hertha BSC,1,1,2001-11-24
429,FC Bayern München,1.FC Nürnberg,0,0,2001-11-24
430,SC Freiburg,TSV 1860 München,1,3,2001-11-24
431,Borussia Dortmund,1.FC Kaiserslautern,3,0,2001-11-24
432,TSV 1860 München,FC Energie Cottbus,1,0,2001-01-12
433,1.FC Kaiserslautern,SC Freiburg,3,0,2001-01-12
434,VfB Stuttgart,Borussia Mönchengladbach,1,1,2001-01-12
435,1.FC Köln,Borussia Dortmund,0,2,2001-01-12
436,SV Werder Bremen,Bayer 04 Leverkusen,2,1,2001-01-12
437,1.FC Nürnberg,FC Schalke 04,0,3,2001-01-12
438,FC Hansa Rostock,VfL Wolfsburg,1,2,2001-01-12
439,Hamburger SV,FC St. Pauli,4,3,2001-01-12
440,Hertha BSC,FC Bayern München,2,1,2001-01-12
441,VfB Stuttgart,TSV 1860 München,0,1,2001-08-12
442,FC Energie Cottbus,1.FC Kaiserslautern,0,2,2001-08-12
443,Borussia Dortmund,Hamburger SV,1,0,2001-08-12
444,FC St. Pauli,SV Werder Bremen,0,3,2001-08-12
445,Bayer 04 Leverkusen,1.FC Nürnberg,4,2,2001-08-12
446,Borussia Mönchengladbach,FC Hansa Rostock,0,2,2001-08-12
447,FC Bayern München,VfL Wolfsburg,3,3,2001-08-12
448,SC Freiburg,1.FC Köln,0,0,2001-08-12
449,FC Schalke 04,Hertha BSC,0,0,2001-08-12
450,TSV 1860 München,Borussia Mönchengladbach,2,2,2001-12-15
451,1.FC Köln,FC Energie Cottbus,0,0,2001-12-15
452,Hamburger SV,SC Freiburg,1,1,2001-12-15
453,SV Werder Bremen,Borussia Dortmund,1,1,2001-12-15
454,1.FC Nürnberg,FC St. Pauli,0,0,2001-12-15
455,Hertha BSC,Bayer 04 Leverkusen,2,1,2001-12-15
456,FC Hansa Rostock,FC Bayern München,1,0,2001-12-15
457,1.FC Kaiserslautern,VfB Stuttgart,2,2,2001-12-15
458,VfL Wolfsburg,FC Schalke 04,3,1,2001-12-15
459,Hamburger SV,FC Energie Cottbus,5,2,2001-12-18
460,SV Werder Bremen,SC Freiburg,3,2,2001-12-18
461,1.FC Nürnberg,Borussia Dortmund,2,2,2001-12-18
462,Hertha BSC,FC St. Pauli,2,2,2001-12-18
463,FC Bayern München,Borussia Mönchengladbach,0,0,2001-12-18
464,1.FC Kaiserslautern,TSV 1860 München,1,3,2001-12-18
465,1.FC Köln,VfB Stuttgart,0,0,2001-12-18
466,VfL Wolfsburg,Bayer 04 Leverkusen,3,1,2001-12-18
467,FC Hansa Rostock,FC Schalke 04,1,3,2001-12-18
468,TSV 1860 München,1.FC Köln,3,0,2002-01-26
469,Borussia Mönchengladbach,1.FC Kaiserslautern,0,2,2002-01-26
470,VfB Stuttgart,Hamburger SV,3,0,2002-01-26
471,SC Freiburg,1.FC Nürnberg,2,0,2002-01-26
472,FC St. Pauli,VfL Wolfsburg,3,1,2002-01-26
473,Bayer 04 Leverkusen,FC Hansa Rostock,2,0,2002-01-26
474,FC Schalke 04,FC Bayern München,5,1,2002-01-26
475,FC Energie Cottbus,SV Werder Bremen,2,1,2002-01-26
476,Borussia Dortmund,Hertha BSC,3,1,2002-01-26
477,Hamburger SV,TSV 1860 München,2,1,2002-02-02
478,1.FC Köln,1.FC Kaiserslautern,0,1,2002-02-02
479,SV Werder Bremen,VfB Stuttgart,1,2,2002-02-02
480,1.FC Nürnberg,FC Energie Cottbus,2,0,2002-02-02
481,Hertha BSC,SC Freiburg,1,1,2002-02-02
482,VfL Wolfsburg,Borussia Dortmund,1,1,2002-02-02
483,FC Schalke 04,Borussia Mönchengladbach,2,0,2002-02-02
484,FC Hansa Rostock,FC St. Pauli,1,0,2002-02-02
485,FC Bayern München,Bayer 04 Leverkusen,2,0,2002-02-02
486,Borussia Mönchengladbach,1.FC Köln,4,0,2002-05-02
487,FC Energie Cottbus,Hertha BSC,1,0,2002-05-02
488,SC Freiburg,VfL Wolfsburg,0,0,2002-05-02
489,TSV 1860 München,SV Werder Bremen,3,1,2002-05-02
490,VfB Stuttgart,1.FC Nürnberg,2,3,2002-05-02
491,1.FC Kaiserslautern,Hamburger SV,2,2,2002-05-02
492,Borussia Dortmund,FC Hansa Rostock,2,0,2002-05-02
493,FC St. Pauli,FC Bayern München,2,1,2002-05-02
494,Bayer 04 Leverkusen,FC Schalke 04,0,1,2002-05-02
495,SV Werder Bremen,1.FC Kaiserslautern,1,0,2002-09-02
496,Hertha BSC,VfB Stuttgart,2,0,2002-09-02
497,VfL Wolfsburg,FC Energie Cottbus,2,1,2002-09-02
498,FC Hansa Rostock,SC Freiburg,4,0,2002-09-02
499,FC Bayern München,Borussia Dortmund,1,1,2002-09-02
500,FC Schalke 04,FC St. Pauli,4,0,2002-09-02
501,Bayer 04 Leverkusen,Borussia Mönchengladbach,5,0,2002-09-02
502,1.FC Nürnberg,TSV 1860 München,2,1,2002-09-02
503,Hamburger SV,1.FC Köln,4,0,2002-09-02
504,TSV 1860 München,Hertha BSC,0,3,2002-02-16
505,1.FC Kaiserslautern,1.FC Nürnberg,2,1,2002-02-16
506,VfB Stuttgart,VfL Wolfsburg,2,1,2002-02-16
507,Borussia Mönchengladbach,Hamburger SV,2,1,2002-02-16
508,SC Freiburg,FC Bayern München,0,2,2002-02-16
509,Borussia Dortmund,FC Schalke 04,1,1,2002-02-16
510,FC St. Pauli,Bayer 04 Leverkusen,2,2,2002-02-16
511,1.FC Köln,SV Werder Bremen,0,0,2002-02-16
512,FC Energie Cottbus,FC Hansa Rostock,3,0,2002-02-16
513,VfL Wolfsburg,TSV 1860 München,1,3,2002-02-23
514,Hertha BSC,1.FC Kaiserslautern,5,1,2002-02-23
515,FC Hansa Rostock,VfB Stuttgart,1,1,2002-02-23
516,1.FC Nürnberg,1.FC Köln,2,0,2002-02-23
517,FC Bayern München,FC Energie Cottbus,6,0,2002-02-23
518,FC Schalke 04,SC Freiburg,3,0,2002-02-23
519,FC St. Pauli,Borussia Mönchengladbach,1,1,2002-02-23
520,SV Werder Bremen,Hamburger SV,0,1,2002-02-23
521,Bayer 04 Leverkusen,Borussia Dortmund,4,0,2002-02-23
522,TSV 1860 München,FC Hansa Rostock,2,0,2002-02-03
523,VfB Stuttgart,FC Bayern München,0,2,2002-02-03
524,1.FC Köln,Hertha BSC,1,1,2002-02-03
525,FC Energie Cottbus,FC Schalke 04,2,0,2002-02-03
526,Hamburger SV,1.FC Nürnberg,3,1,2002-02-03
527,SC Freiburg,Bayer 04 Leverkusen,2,2,2002-02-03
528,Borussia Mönchengladbach,SV Werder Bremen,1,0,2002-02-03
529,1.FC Kaiserslautern,VfL Wolfsburg,3,2,2002-02-03
530,Borussia Dortmund,FC St. Pauli,1,1,2002-02-03
531,FC Bayern München,TSV 1860 München,2,1,2002-09-03
532,FC Hansa Rostock,1.FC Kaiserslautern,2,1,2002-09-03
533,VfL Wolfsburg,1.FC Köln,5,1,2002-09-03
534,Bayer 04 Leverkusen,FC Energie Cottbus,2,0,2002-09-03
535,FC St. Pauli,SC Freiburg,1,0,2002-09-03
536,1.FC Nürnberg,SV Werder Bremen,0,4,2002-09-03
537,Borussia Dortmund,Borussia Mönchengladbach,3,1,2002-09-03
538,FC Schalke 04,VfB Stuttgart,2,1,2002-09-03
539,Hertha BSC,Hamburger SV,6,0,2002-09-03
540,1.FC Kaiserslautern,FC Bayern München,0,0,2002-03-16
541,VfB Stuttgart,Bayer 04 Leverkusen,0,2,2002-03-16
542,1.FC Köln,FC Hansa Rostock,4,2,2002-03-16
543,FC Energie Cottbus,FC St. Pauli,4,0,2002-03-16
544,Hamburger SV,VfL Wolfsburg,1,1,2002-03-16
545,SV Werder Bremen,Hertha BSC,0,3,2002-03-16
546,Borussia Mönchengladbach,1.FC Nürnberg,1,0,2002-03-16
547,TSV 1860 München,FC Schalke 04,1,2,2002-03-16
548,SC Freiburg,Borussia Dortmund,1,5,2002-03-16
549,Bayer 04 Leverkusen,TSV 1860 München,4,0,2002-03-23
550,FC Schalke 04,1.FC Kaiserslautern,3,0,2002-03-23
551,FC St. Pauli,VfB Stuttgart,1,2,2002-03-23
552,FC Bayern München,1.FC Köln,3,0,2002-03-23
553,FC Hansa Rostock,Hamburger SV,1,1,2002-03-23
554,SC Freiburg,Borussia Mönchengladbach,0,1,2002-03-23
555,Hertha BSC,1.FC Nürnberg,2,0,2002-03-23
556,Borussia Dortmund,FC Energie Cottbus,3,0,2002-03-23
557,VfL Wolfsburg,SV Werder Bremen,2,0,2002-03-23
558,TSV 1860 München,FC St. Pauli,4,2,2002-03-30
559,1.FC Kaiserslautern,Bayer 04 Leverkusen,2,4,2002-03-30
560,VfB Stuttgart,Borussia Dortmund,3,2,2002-03-30
561,FC Energie Cottbus,SC Freiburg,2,0,2002-03-30
562,Hamburger SV,FC Bayern München,0,0,2002-03-30
563,1.FC Nürnberg,VfL Wolfsburg,3,0,2002-03-30
564,Borussia Mönchengladbach,Hertha BSC,3,1,2002-03-30
565,1.FC Köln,FC Schalke 04,1,1,2002-03-30
566,SV Werder Bremen,FC Hansa Rostock,4,3,2002-03-30
567,FC St. Pauli,1.FC Kaiserslautern,1,1,2002-06-04
568,Bayer 04 Leverkusen,1.FC Köln,2,0,2002-06-04
569,FC Energie Cottbus,Borussia Mönchengladbach,3,3,2002-06-04
570,FC Schalke 04,Hamburger SV,2,0,2002-06-04
571,FC Bayern München,SV Werder Bremen,2,2,2002-06-04
572,FC Hansa Rostock,1.FC Nürnberg,1,0,2002-06-04
573,VfL Wolfsburg,Hertha BSC,1,3,2002-06-04
574,Borussia Dortmund,TSV 1860 München,2,1,2002-06-04
575,SC Freiburg,VfB Stuttgart,0,2,2002-06-04
576,TSV 1860 München,SC Freiburg,5,2,2002-04-13
577,1.FC Köln,FC St. Pauli,2,1,2002-04-13
578,Hamburger SV,Bayer 04 Leverkusen,1,1,2002-04-13
579,SV Werder Bremen,FC Schalke 04,3,0,2002-04-13
580,1.FC Nürnberg,FC Bayern München,1,2,2002-04-13
581,Hertha BSC,FC Hansa Rostock,1,0,2002-04-13
582,Borussia Mönchengladbach,VfL Wolfsburg,0,2,2002-04-13
583,1.FC Kaiserslautern,Borussia Dortmund,1,0,2002-04-13
584,VfB Stuttgart,FC Energie Cottbus,0,0,2002-04-13
585,FC St. Pauli,Hamburger SV,0,4,2002-04-19
586,FC Energie Cottbus,TSV 1860 München,1,1,2002-04-19
587,Borussia Dortmund,1.FC Köln,2,1,2002-04-19
588,Bayer 04 Leverkusen,SV Werder Bremen,1,2,2002-04-19
589,FC Schalke 04,1.FC Nürnberg,2,1,2002-04-19
590,FC Bayern München,Hertha BSC,3,0,2002-04-19
591,VfL Wolfsburg,FC Hansa Rostock,4,0,2002-04-19
592,SC Freiburg,1.FC Kaiserslautern,3,1,2002-04-19
593,Borussia Mönchengladbach,VfB Stuttgart,2,2,2002-04-19
594,TSV 1860 München,VfB Stuttgart,3,3,2002-04-27
595,1.FC Kaiserslautern,FC Energie Cottbus,4,0,2002-04-27
596,1.FC Köln,SC Freiburg,2,0,2002-04-27
597,Hamburger SV,Borussia Dortmund,3,4,2002-04-27
598,SV Werder Bremen,FC St. Pauli,3,2,2002-04-27
599,1.FC Nürnberg,Bayer 04 Leverkusen,1,0,2002-04-27
600,Hertha BSC,FC Schalke 04,2,0,2002-04-27
601,VfL Wolfsburg,FC Bayern München,0,1,2002-04-27
602,FC Hansa Rostock,Borussia Mönchengladbach,1,1,2002-04-27
603,Borussia Mönchengladbach,TSV 1860 München,2,4,2002-04-05
604,VfB Stuttgart,1.FC Kaiserslautern,4,3,2002-04-05
605,FC Energie Cottbus,1.FC Köln,2,3,2002-04-05
606,SC Freiburg,Hamburger SV,4,3,2002-04-05
607,Borussia Dortmund,SV Werder Bremen,2,1,2002-04-05
608,FC St. Pauli,1.FC Nürnberg,2,3,2002-04-05
609,Bayer 04 Leverkusen,Hertha BSC,2,1,2002-04-05
610,FC Schalke 04,VfL Wolfsburg,1,2,2002-04-05
611,FC Bayern München,FC Hansa Rostock,3,2,2002-04-05
612,Borussia Dortmund,Hertha BSC,2,2,2002-09-08
613,FC Energie Cottbus,Bayer 04 Leverkusen,1,1,2002-09-08
614,1.FC Nürnberg,VfL Bochum,1,3,2002-09-08
615,Borussia Mönchengladbach,FC Bayern München,0,0,2002-09-08
616,FC Schalke 04,VfL Wolfsburg,1,0,2002-09-08
617,VfB Stuttgart,1.FC Kaiserslautern,1,1,2002-09-08
618,Hamburger SV,Hannover 96,2,1,2002-09-08
619,Arminia Bielefeld,SV Werder Bremen,3,0,2002-09-08
620,TSV 1860 München,FC Hansa Rostock,0,2,2002-09-08
621,Hertha BSC,VfB Stuttgart,1,1,2002-08-17
622,FC Bayern München,Arminia Bielefeld,6,2,2002-08-17
623,Hannover 96,TSV 1860 München,1,3,2002-08-17
624,FC Hansa Rostock,1.FC Nürnberg,2,0,2002-08-17
625,VfL Bochum,FC Energie Cottbus,5,0,2002-08-17
626,Bayer 04 Leverkusen,Borussia Dortmund,1,1,2002-08-17
627,1.FC Kaiserslautern,FC Schalke 04,1,3,2002-08-17
628,VfL Wolfsburg,Borussia Mönchengladbach,1,0,2002-08-17
629,SV Werder Bremen,Hamburger SV,2,1,2002-08-17
630,FC Energie Cottbus,FC Hansa Rostock,0,4,2002-08-24
631,TSV 1860 München,SV Werder Bremen,3,0,2002-08-24
632,Hamburger SV,FC Bayern München,0,3,2002-08-24
633,Arminia Bielefeld,VfL Wolfsburg,1,0,2002-08-24
634,Borussia Mönchengladbach,1.FC Kaiserslautern,3,0,2002-08-24
635,Bayer 04 Leverkusen,VfL Bochum,2,4,2002-08-24
636,Borussia Dortmund,VfB Stuttgart,3,1,2002-08-24
637,1.FC Nürnberg,Hannover 96,3,1,2002-08-24
638,FC Schalke 04,Hertha BSC,0,0,2002-08-24
639,SV Werder Bremen,1.FC Nürnberg,4,1,2002-10-09
640,VfL Bochum,Borussia Dortmund,0,0,2002-10-09
641,FC Bayern München,TSV 1860 München,3,1,2002-10-09
642,Hertha BSC,Borussia Mönchengladbach,1,2,2002-10-09
643,Hannover 96,FC Energie Cottbus,1,3,2002-10-09
644,FC Hansa Rostock,Bayer 04 Leverkusen,1,3,2002-10-09
645,VfL Wolfsburg,Hamburger SV,2,1,2002-10-09
646,1.FC Kaiserslautern,Arminia Bielefeld,1,1,2002-10-09
647,VfB Stuttgart,FC Schalke 04,1,1,2002-10-09
648,FC Energie Cottbus,SV Werder Bremen,0,1,2002-09-14
649,Bayer 04 Leverkusen,Hannover 96,1,3,2002-09-14
650,1.FC Nürnberg,FC Bayern München,1,2,2002-09-14
651,TSV 1860 München,VfL Wolfsburg,2,2,2002-09-14
652,Borussia Dortmund,FC Schalke 04,1,1,2002-09-14
653,Borussia Mönchengladbach,VfB Stuttgart,1,1,2002-09-14
654,Arminia Bielefeld,Hertha BSC,0,1,2002-09-14
655,VfL Bochum,FC Hansa Rostock,0,1,2002-09-14
656,Hamburger SV,1.FC Kaiserslautern,2,0,2002-09-14
657,FC Bayern München,FC Energie Cottbus,3,1,2002-09-21
658,SV Werder Bremen,Bayer 04 Leverkusen,3,2,2002-09-21
659,VfL Wolfsburg,1.FC Nürnberg,0,2,2002-09-21
660,Hannover 96,VfL Bochum,2,2,2002-09-21
661,1.FC Kaiserslautern,TSV 1860 München,0,0,2002-09-21
662,FC Hansa Rostock,Borussia Dortmund,0,1,2002-09-21
663,Hertha BSC,Hamburger SV,2,0,2002-09-21
664,FC Schalke 04,Borussia Mönchengladbach,2,1,2002-09-21
665,VfB Stuttgart,Arminia Bielefeld,3,0,2002-09-21
666,FC Energie Cottbus,VfL Wolfsburg,0,1,2002-09-28
667,Bayer 04 Leverkusen,FC Bayern München,2,1,2002-09-28
668,Borussia Dortmund,Borussia Mönchengladbach,1,0,2002-09-28
669,FC Hansa Rostock,Hannover 96,1,2,2002-09-28
670,Hamburger SV,VfB Stuttgart,3,2,2002-09-28
671,Arminia Bielefeld,FC Schalke 04,2,1,2002-09-28
672,TSV 1860 München,Hertha BSC,1,0,2002-09-28
673,1.FC Nürnberg,1.FC Kaiserslautern,1,0,2002-09-28
674,VfL Bochum,SV Werder Bremen,1,4,2002-09-28
675,1.FC Kaiserslautern,FC Energie Cottbus,4,0,2002-05-10
676,VfL Wolfsburg,Bayer 04 Leverkusen,2,0,2002-05-10
677,Borussia Mönchengladbach,Arminia Bielefeld,3,0,2002-05-10
678,FC Bayern München,VfL Bochum,4,1,2002-05-10
679,FC Schalke 04,Hamburger SV,3,0,2002-05-10
680,Hannover 96,Borussia Dortmund,0,3,2002-05-10
681,Hertha BSC,1.FC Nürnberg,2,1,2002-05-10
682,VfB Stuttgart,TSV 1860 München,4,1,2002-05-10
683,SV Werder Bremen,FC Hansa Rostock,0,0,2002-05-10
684,Borussia Dortmund,Arminia Bielefeld,0,0,2002-10-19
685,Bayer 04 Leverkusen,1.FC Kaiserslautern,1,0,2002-10-19
686,TSV 1860 München,FC Schalke 04,3,0,2002-10-19
687,FC Hansa Rostock,FC Bayern München,0,1,2002-10-19
688,Hamburger SV,Borussia Mönchengladbach,1,0,2002-10-19
689,Hannover 96,SV Werder Bremen,4,4,2002-10-19
690,FC Energie Cottbus,Hertha BSC,0,2,2002-10-19
691,1.FC Nürnberg,VfB Stuttgart,1,2,2002-10-19
692,VfL Bochum,VfL Wolfsburg,4,2,2002-10-19
693,VfB Stuttgart,FC Energie Cottbus,0,0,2002-10-26
694,SV Werder Bremen,Borussia Dortmund,1,4,2002-10-26
695,FC Schalke 04,1.FC Nürnberg,1,1,2002-10-26
696,Borussia Mönchengladbach,TSV 1860 München,0,1,2002-10-26
697,Arminia Bielefeld,Hamburger SV,2,1,2002-10-26
698,FC Bayern München,Hannover 96,3,3,2002-10-26
699,Hertha BSC,Bayer 04 Leverkusen,1,1,2002-10-26
700,VfL Wolfsburg,FC Hansa Rostock,1,0,2002-10-26
701,1.FC Kaiserslautern,VfL Bochum,0,2,2002-10-26
702,FC Energie Cottbus,FC Schalke 04,0,1,2002-02-11
703,Bayer 04 Leverkusen,VfB Stuttgart,0,1,2002-02-11
704,1.FC Nürnberg,Borussia Mönchengladbach,2,1,2002-02-11
705,TSV 1860 München,Arminia Bielefeld,3,1,2002-02-11
706,FC Hansa Rostock,1.FC Kaiserslautern,2,2,2002-02-11
707,Borussia Dortmund,Hamburger SV,1,1,2002-02-11
708,Hannover 96,VfL Wolfsburg,3,1,2002-02-11
709,SV Werder Bremen,FC Bayern München,2,0,2002-02-11
710,VfL Bochum,Hertha BSC,3,0,2002-02-11
711,FC Schalke 04,Bayer 04 Leverkusen,0,1,2002-09-11
712,Arminia Bielefeld,1.FC Nürnberg,0,1,2002-09-11
713,VfB Stuttgart,VfL Bochum,3,2,2002-09-11
714,Hamburger SV,TSV 1860 München,1,0,2002-09-11
715,FC Bayern München,Borussia Dortmund,2,1,2002-09-11
716,1.FC Kaiserslautern,Hannover 96,0,1,2002-09-11
717,VfL Wolfsburg,SV Werder Bremen,3,1,2002-09-11
718,Borussia Mönchengladbach,FC Energie Cottbus,3,0,2002-09-11
719,Hertha BSC,FC Hansa Rostock,3,1,2002-09-11
720,FC Energie Cottbus,Arminia Bielefeld,2,1,2002-11-16
721,Bayer 04 Leverkusen,Borussia Mönchengladbach,2,2,2002-11-16
722,1.FC Nürnberg,Hamburger SV,1,3,2002-11-16
723,Borussia Dortmund,TSV 1860 München,1,0,2002-11-16
724,FC Hansa Rostock,VfB Stuttgart,1,1,2002-11-16
725,FC Bayern München,VfL Wolfsburg,1,0,2002-11-16
726,Hannover 96,Hertha BSC,0,1,2002-11-16
727,VfL Bochum,FC Schalke 04,0,2,2002-11-16
728,SV Werder Bremen,1.FC Kaiserslautern,5,3,2002-11-16
729,Arminia Bielefeld,Bayer 04 Leverkusen,2,2,2002-11-23
730,Borussia Mönchengladbach,VfL Bochum,2,2,2002-11-23
731,FC Schalke 04,FC Hansa Rostock,2,2,2002-11-23
732,VfB Stuttgart,Hannover 96,3,0,2002-11-23
733,VfL Wolfsburg,Borussia Dortmund,2,0,2002-11-23
734,1.FC Kaiserslautern,FC Bayern München,0,2,2002-11-23
735,Hertha BSC,SV Werder Bremen,0,1,2002-11-23
736,Hamburger SV,FC Energie Cottbus,1,1,2002-11-23
737,TSV 1860 München,1.FC Nürnberg,2,2,2002-11-23
738,FC Bayern München,Hertha BSC,2,0,2002-11-30
739,FC Energie Cottbus,TSV 1860 München,3,4,2002-11-30
740,Bayer 04 Leverkusen,Hamburger SV,2,3,2002-11-30
741,1.FC Nürnberg,Borussia Dortmund,1,2,2002-11-30
742,VfL Bochum,Arminia Bielefeld,0,3,2002-11-30
743,FC Hansa Rostock,Borussia Mönchengladbach,3,1,2002-11-30
744,1.FC Kaiserslautern,VfL Wolfsburg,2,0,2002-11-30
745,Hannover 96,FC Schalke 04,0,2,2002-11-30
746,SV Werder Bremen,VfB Stuttgart,3,1,2002-11-30
747,1.FC Nürnberg,FC Energie Cottbus,2,2,2002-07-12
748,TSV 1860 München,Bayer 04 Leverkusen,0,3,2002-07-12
749,Arminia Bielefeld,FC Hansa Rostock,3,0,2002-07-12
750,FC Schalke 04,SV Werder Bremen,1,1,2002-07-12
751,VfB Stuttgart,FC Bayern München,0,3,2002-07-12
752,Borussia Dortmund,1.FC Kaiserslautern,3,1,2002-07-12
753,Hertha BSC,VfL Wolfsburg,2,2,2002-07-12
754,Hamburger SV,VfL Bochum,1,1,2002-07-12
755,Borussia Mönchengladbach,Hannover 96,1,0,2002-07-12
756,FC Energie Cottbus,Borussia Dortmund,0,4,2002-12-14
757,Bayer 04 Leverkusen,1.FC Nürnberg,0,2,2002-12-14
758,VfL Bochum,TSV 1860 München,1,1,2002-12-14
759,FC Hansa Rostock,Hamburger SV,0,0,2002-12-14
760,Hannover 96,Arminia Bielefeld,0,0,2002-12-14
761,SV Werder Bremen,Borussia Mönchengladbach,2,0,2002-12-14
762,FC Bayern München,FC Schalke 04,0,0,2002-12-14
763,VfL Wolfsburg,VfB Stuttgart,1,2,2002-12-14
764,1.FC Kaiserslautern,Hertha BSC,2,1,2002-12-14
765,VfL Bochum,1.FC Nürnberg,2,1,2003-01-25
766,FC Hansa Rostock,TSV 1860 München,1,4,2003-01-25
767,Hannover 96,Hamburger SV,2,2,2003-01-25
768,SV Werder Bremen,Arminia Bielefeld,2,2,2003-01-25
769,VfL Wolfsburg,FC Schalke 04,1,2,2003-01-25
770,1.FC Kaiserslautern,VfB Stuttgart,1,2,2003-01-25
771,Hertha BSC,Borussia Dortmund,2,1,2003-01-25
772,Bayer 04 Leverkusen,FC Energie Cottbus,0,3,2003-01-25
773,FC Bayern München,Borussia Mönchengladbach,3,0,2003-01-25
774,FC Energie Cottbus,VfL Bochum,2,1,2003-01-02
775,1.FC Nürnberg,FC Hansa Rostock,0,1,2003-01-02
776,TSV 1860 München,Hannover 96,0,1,2003-01-02
777,Arminia Bielefeld,FC Bayern München,0,0,2003-01-02
778,FC Schalke 04,1.FC Kaiserslautern,2,2,2003-01-02
779,VfB Stuttgart,Hertha BSC,3,1,2003-01-02
780,Borussia Dortmund,Bayer 04 Leverkusen,2,0,2003-01-02
781,Hamburger SV,SV Werder Bremen,1,0,2003-01-02
782,Borussia Mönchengladbach,VfL Wolfsburg,2,0,2003-01-02
783,FC Hansa Rostock,FC Energie Cottbus,0,0,2003-08-02
784,VfL Bochum,Bayer 04 Leverkusen,2,1,2003-08-02
785,Hannover 96,1.FC Nürnberg,4,2,2003-08-02
786,SV Werder Bremen,TSV 1860 München,1,2,2003-08-02
787,VfL Wolfsburg,Arminia Bielefeld,2,0,2003-08-02
788,1.FC Kaiserslautern,Borussia Mönchengladbach,2,0,2003-08-02
789,Hertha BSC,FC Schalke 04,4,2,2003-08-02
790,FC Bayern München,Hamburger SV,1,1,2003-08-02
791,VfB Stuttgart,Borussia Dortmund,1,0,2003-08-02
792,Bayer 04 Leverkusen,FC Hansa Rostock,1,2,2003-02-15
793,1.FC Nürnberg,SV Werder Bremen,1,0,2003-02-15
794,Borussia Dortmund,VfL Bochum,4,1,2003-02-15
795,TSV 1860 München,FC Bayern München,0,5,2003-02-15
796,Hamburger SV,VfL Wolfsburg,2,0,2003-02-15
797,Arminia Bielefeld,1.FC Kaiserslautern,1,1,2003-02-15
798,FC Schalke 04,VfB Stuttgart,2,0,2003-02-15
799,FC Energie Cottbus,Hannover 96,3,0,2003-02-15
800,Borussia Mönchengladbach,Hertha BSC,0,2,2003-02-15
801,SV Werder Bremen,FC Energie Cottbus,0,1,2003-02-22
802,Hannover 96,Bayer 04 Leverkusen,1,2,2003-02-22
803,FC Bayern München,1.FC Nürnberg,2,0,2003-02-22
804,FC Hansa Rostock,VfL Bochum,1,1,2003-02-22
805,VfL Wolfsburg,TSV 1860 München,1,1,2003-02-22
806,1.FC Kaiserslautern,Hamburger SV,2,0,2003-02-22
807,FC Schalke 04,Borussia Dortmund,2,2,2003-02-22
808,Hertha BSC,Arminia Bielefeld,0,0,2003-02-22
809,VfB Stuttgart,Borussia Mönchengladbach,4,0,2003-02-22
810,FC Energie Cottbus,FC Bayern München,0,2,2003-01-03
811,Bayer 04 Leverkusen,SV Werder Bremen,3,0,2003-01-03
812,1.FC Nürnberg,VfL Wolfsburg,1,1,2003-01-03
813,VfL Bochum,Hannover 96,1,2,2003-01-03
814,TSV 1860 München,1.FC Kaiserslautern,0,0,2003-01-03
815,Borussia Dortmund,FC Hansa Rostock,2,0,2003-01-03
816,Borussia Mönchengladbach,FC Schalke 04,2,2,2003-01-03
817,Hamburger SV,Hertha BSC,1,0,2003-01-03
818,Arminia Bielefeld,VfB Stuttgart,0,1,2003-01-03
819,VfL Wolfsburg,FC Energie Cottbus,3,2,2003-08-03
820,FC Bayern München,Bayer 04 Leverkusen,3,0,2003-08-03
821,SV Werder Bremen,VfL Bochum,2,0,2003-08-03
822,Hertha BSC,TSV 1860 München,6,0,2003-08-03
823,VfB Stuttgart,Hamburger SV,1,1,2003-08-03
824,FC Schalke 04,Arminia Bielefeld,1,1,2003-08-03
825,Borussia Mönchengladbach,Borussia Dortmund,1,0,2003-08-03
826,1.FC Kaiserslautern,1.FC Nürnberg,5,0,2003-08-03
827,Hannover 96,FC Hansa Rostock,3,1,2003-08-03
828,FC Energie Cottbus,1.FC Kaiserslautern,1,3,2003-03-15
829,Bayer 04 Leverkusen,VfL Wolfsburg,1,1,2003-03-15
830,VfL Bochum,FC Bayern München,1,4,2003-03-15
831,FC Hansa Rostock,SV Werder Bremen,1,0,2003-03-15
832,Hamburger SV,FC Schalke 04,3,1,2003-03-15
833,Borussia Dortmund,Hannover 96,2,0,2003-03-15
834,Arminia Bielefeld,Borussia Mönchengladbach,4,1,2003-03-15
835,1.FC Nürnberg,Hertha BSC,0,3,2003-03-15
836,TSV 1860 München,VfB Stuttgart,0,1,2003-03-15
837,1.FC Kaiserslautern,Bayer 04 Leverkusen,1,0,2003-03-22
838,VfL Wolfsburg,VfL Bochum,2,0,2003-03-22
839,FC Schalke 04,TSV 1860 München,1,1,2003-03-22
840,FC Bayern München,FC Hansa Rostock,1,0,2003-03-22
841,Borussia Mönchengladbach,Hamburger SV,2,0,2003-03-22
842,SV Werder Bremen,Hannover 96,1,2,2003-03-22
